"subject" "code" "TimeBodyAccelerometer.mean...X" "TimeBodyAccelerometer.mean...Y" "TimeBodyAccelerometer.mean...Z" "TimeGravityAccelerometer.mean...X" "TimeGravityAccelerometer.mean...Y" "TimeGravityAccelerometer.mean...Z" "TimeBodyAccelerometerJerk.mean...X" "TimeBodyAccelerometerJerk.mean...Y" "TimeBodyAccelerometerJerk.mean...Z" "TimeBodyGyroscope.mean...X" "TimeBodyGyroscope.mean...Y" "TimeBodyGyroscope.mean...Z" "TimeBodyGyroscopeJerk.mean...X" "TimeBodyGyroscopeJerk.mean...Y" "TimeBodyGyroscopeJerk.mean...Z" "TimeBodyAccelerometerMagnitude.mean.." "TimeGravityAccelerometerMagnitude.mean.." "TimeBodyAccelerometerJerkMagnitude.mean.." "TimeBodyGyroscopeMagnitude.mean.." "TimeBodyGyroscopeJerkMagnitude.mean.." "fBodyAccelerometer.mean...X" "fBodyAccelerometer.mean...Y" "fBodyAccelerometer.mean...Z" "fBodyAccelerometer.meanFreq...X" "fBodyAccelerometer.meanFreq...Y" "fBodyAccelerometer.meanFreq...Z" "fBodyAccelerometerJerk.mean...X" "fBodyAccelerometerJerk.mean...Y" "fBodyAccelerometerJerk.mean...Z" "fBodyAccelerometerJerk.meanFreq...X" "fBodyAccelerometerJerk.meanFreq...Y" "fBodyAccelerometerJerk.meanFreq...Z" "fBodyGyroscope.mean...X" "fBodyGyroscope.mean...Y" "fBodyGyroscope.mean...Z" "fBodyGyroscope.meanFreq...X" "fBodyGyroscope.meanFreq...Y" "fBodyGyroscope.meanFreq...Z" "fBodyAccelerometerMagnitude.mean.." "fBodyAccelerometerMagnitude.meanFreq.." "fBodyAccelerometerJerkMagnitude.mean.." "fBodyAccelerometerJerkMagnitude.meanFreq.." "fBodyGyroscopeMagnitude.mean.." "fBodyGyroscopeMagnitude.meanFreq.." "fBodyGyroscopeJerkMagnitude.mean.." "fBodyGyroscopeJerkMagnitude.meanFreq.." "angle.tBodyAccelerometerMean.gravity." "angle.tBodyAccelerometerJerkMean..gravityMean." "angle.tBodyGyroscopeMean.gravityMean." "angle.tBodyGyroscopeJerkMean.gravityMean." "angle.X.gravityMean." "angle.Y.gravityMean." "angle.Z.gravityMean." "TimeBodyAccelerometer.std...X" "TimeBodyAccelerometer.std...Y" "TimeBodyAccelerometer.std...Z" "TimeGravityAccelerometer.std...X" "TimeGravityAccelerometer.std...Y" "TimeGravityAccelerometer.std...Z" "TimeBodyAccelerometerJerk.std...X" "TimeBodyAccelerometerJerk.std...Y" "TimeBodyAccelerometerJerk.std...Z" "TimeBodyGyroscope.std...X" "TimeBodyGyroscope.std...Y" "TimeBodyGyroscope.std...Z" "TimeBodyGyroscopeJerk.std...X" "TimeBodyGyroscopeJerk.std...Y" "TimeBodyGyroscopeJerk.std...Z" "TimeBodyAccelerometerMagnitude.std.." "TimeGravityAccelerometerMagnitude.std.." "TimeBodyAccelerometerJerkMagnitude.std.." "TimeBodyGyroscopeMagnitude.std.." "TimeBodyGyroscopeJerkMagnitude.std.." "fBodyAccelerometer.std...X" "fBodyAccelerometer.std...Y" "fBodyAccelerometer.std...Z" "fBodyAccelerometerJerk.std...X" "fBodyAccelerometerJerk.std...Y" "fBodyAccelerometerJerk.std...Z" "fBodyGyroscope.std...X" "fBodyGyroscope.std...Y" "fBodyGyroscope.std...Z" "fBodyAccelerometerMagnitude.std.." "fBodyAccelerometerJerkMagnitude.std.." "fBodyGyroscopeMagnitude.std.." "fBodyGyroscopeJerkMagnitude.std.."
1 "LAYING" 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.509754238125 0.752536639375 0.646834879583333 0.0825972511666667 0.012254788451875 -0.00180264895625 -0.01847660675 -0.111800824583333 0.144882846104167 -0.101974134208333 -0.0358590176083333 -0.0701783020833333 -0.977435485208333 -0.977435485208333 -0.987741696041667 -0.950011569583333 -0.991767074166667 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.146482792591667 0.2572894655 0.402532553395833 -0.985813630833333 -0.982768250416667 -0.986197134583333 0.159808328563875 0.1212064240125 0.190558218145833 -0.9864311425 -0.983321635416667 -0.9626718875 0.10261131938125 0.04228066839375 0.0552985986479167 -0.975110196458333 0.2662982125 -0.985374114791667 0.3417585745 -0.972112972708333 0.01856447223125 -0.990248702291667 0.264801505395833 0.005791809625 -0.00635557646875 0.0652860108125 -0.0293710088554167 0.617423415625 -0.519732551458333 -0.478928233958333 -0.974059464791667 -0.98027739875 -0.984233296875 -0.959014441458333 -0.988211865208333 -0.984230418125 -0.98587216875 -0.98317254125 -0.988442014375 -0.988275232916667 -0.982291608958333 -0.960306560416667 -0.993235849166667 -0.989567537916667 -0.98803582125 -0.972873912916667 -0.972873912916667 -0.98551807625 -0.961164053958333 -0.989718095208333 -0.973246482083333 -0.981025105625 -0.984792185 -0.987250255833333 -0.984987392916667 -0.989345368541667 -0.988860685833333 -0.981910616458333 -0.963174222291667 -0.975121387916667 -0.984568489166667 -0.96109837875 -0.989492660416667
1 "SITTING" 0.275990838888889 -0.0130559706333333 -0.109872476460317 0.926754419365079 -0.0245644109816508 0.194667894650794 0.0737447732380952 0.00843244888126984 0.00441147400634921 -0.0481059255555556 -0.0670477260539682 0.055312766968254 -0.092292196984127 -0.0410880948888889 -0.0423168674365079 -0.966884123492064 -0.966884123492064 -0.985004427777778 -0.942876033650794 -0.990359823650794 -0.985528168412698 -0.955767063333333 -0.97021103968254 0.0772635007263492 0.161437481166667 0.0743786495888889 -0.986367400634921 -0.97379824031746 -0.984615598412698 0.297619233014286 0.0144763583098413 0.0934741190825397 -0.980317309047619 -0.981334384761905 -0.957464554444444 0.131812915238095 -0.253841162920635 0.0262926065207937 -0.961730203174603 0.115854387668254 -0.981781426031746 0.296210553174603 -0.969644222698413 -0.119568775904762 -0.989455461904762 0.192511074615873 0.0260974556581111 -0.0124181208603175 0.034794400015873 -0.0879099909809524 -0.75597571031746 0.0993530031587302 -0.115677190946032 -0.98668830984127 -0.949019816666667 -0.959197317142857 -0.981345146190476 -0.957517994761905 -0.95622891968254 -0.986477173809524 -0.974393462222222 -0.987125191428571 -0.983871471428571 -0.977040625714286 -0.956966903650794 -0.988298261587302 -0.990581594761905 -0.984892668095238 -0.953041961904762 -0.953041961904762 -0.982503243968254 -0.958286353492063 -0.989219159206349 -0.987299863015873 -0.948478940476191 -0.955914811111111 -0.987887133650794 -0.977144186190476 -0.988321486031746 -0.985066622063492 -0.974924673650794 -0.960801812539683 -0.955299545396825 -0.982326640634921 -0.958355904920635 -0.989324498412698
1 "STANDING" 0.277685027926829 -0.0173270487231707 -0.103584368487805 0.91492610402439 -0.270195977731707 0.153688961756098 0.0744857463780488 0.00740893188581707 -0.0140488787923171 -0.0257471496810976 -0.0807674855487805 0.0887407954707317 -0.105952137963415 -0.0426317456414634 -0.055322505297561 -0.950476994512195 -0.950476994512195 -0.975742745487805 -0.942289912926829 -0.979204140487805 -0.981220117926829 -0.943593063658537 -0.951172404390244 0.0865513812721951 0.00721355873890244 0.0516564864597561 -0.977878543170732 -0.962504521097561 -0.976283085731707 0.307982813829268 -0.0797164876317073 0.0519269753060976 -0.943202085609756 -0.96780865804878 -0.949540942195122 -0.169661371132927 -0.2451946736 -0.0687656172880488 -0.952416237804878 0.0446363334536585 -0.971570401829268 0.278962377839024 -0.945147761829268 -0.148814349796341 -0.974633746585366 0.138238850414634 -0.00410105160243903 0.0211551608843902 0.0274508787402439 0.0996228514390244 -0.68682761195122 0.269280005365854 -0.0851419745304878 -0.985094464268293 -0.936058416707317 -0.930608664146341 -0.98493781597561 -0.96259806 -0.930014706646341 -0.978168694512195 -0.96289370695122 -0.979774944268293 -0.94788029804878 -0.965163190243902 -0.950714536829268 -0.970091198170732 -0.981305279268293 -0.970915464634146 -0.941123374146342 -0.941123374146342 -0.971786669878049 -0.929576602073171 -0.974150911341463 -0.987128725853659 -0.935687763658537 -0.925095835365854 -0.98060567304878 -0.966268084878049 -0.981982307195122 -0.949998951829268 -0.963967396951219 -0.955834934878049 -0.944043882195122 -0.971080059756098 -0.932054063170732 -0.975178186097561
1 "WALKING" 0.276426586440678 -0.0185949199145763 -0.105500357966102 0.91301733338983 -0.34660709 0.0847270871186441 0.0618080696279661 0.0182492679288136 0.00789533706610169 -0.0530258157347458 -0.0482382316949153 0.0828336633220339 -0.0818833429152542 -0.0538299449067797 -0.0514939156830508 -0.290407593728814 -0.290407593728814 -0.281424153881356 -0.446549092881356 -0.547911950338983 -0.346048161016949 -0.0219048103322034 -0.453806369830508 -0.14579548970339 0.198586466508475 0.0688995208186441 -0.304615322881356 -0.0787640836610169 -0.554956709661017 -0.0727101584479661 -0.263574018186441 -0.254846438755932 -0.429713536101695 -0.55477211220339 -0.396659907457627 0.00727967988474576 -0.0427009322372881 0.139752115269492 -0.324289427932203 0.393206208305085 -0.169064352813559 0.20750092670339 -0.530704814745763 0.305283825254237 -0.583249293389831 0.126344614439492 -0.0301017378813559 0.0534005800847458 0.0216196774508475 -0.0858470827457627 -0.66195998 0.321443011864407 -0.0368892833067797 -0.423642838474576 -0.0780912533118644 -0.425257524915254 -0.972693201355932 -0.972116879661017 -0.972072847627119 -0.277530462620339 -0.0166022362847458 -0.586090418983051 -0.561550255762712 -0.53845366779661 -0.481085535084746 -0.389549831525424 -0.634140436101695 -0.435492677288136 -0.422544169322034 -0.422544169322034 -0.164150985127119 -0.553019916271186 -0.557798151355932 -0.457651383728814 -0.16921968620339 -0.455222146440678 -0.31431306340678 -0.0153329520084746 -0.615898188474576 -0.604053019152542 -0.533046952542373 -0.559856635084746 -0.577105211694915 -0.164091969449153 -0.651792839661017 -0.558104554745763
1 "WALKING_DOWNSTAIRS" 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.861831345531915 -0.325780100638298 -0.0438890162723404 0.110040615569574 -0.00327959081489362 -0.0209351677765957 -0.11594735287234 -0.00482329231914894 0.097173808906383 -0.0581038498510638 -0.0421470257531915 -0.0710229816893617 0.0899511204978723 0.0899511204978723 0.00565516335106383 -0.162188586930426 -0.410872671489362 0.112841160325532 0.278345041765957 -0.131290772 -0.273711609659574 0.0119309606468085 0.0903678546504255 0.138120681087234 0.0962091607617021 -0.271498721106383 -0.143898149531915 -0.357514501744681 -0.234703932446809 -0.145775970406383 -0.361913824 -0.0874944736085106 -0.0375298023191489 0.0770894557234043 0.1367749584 0.293424826591489 0.0938321297617021 0.222247409576596 0.0188355111404255 -0.320838543553191 0.103971241706383 -0.380175306489362 -0.0512479640553192 -0.0243291092914894 -0.00637550521276596 0.366551180212766 -0.073580298587234 -0.624985569787234 0.311800312978723 0.0537293985574468 0.0463666814446808 0.262881788951064 -0.10283790806383 -0.940361759574468 -0.940068525531915 -0.931438313191489 0.147249143238298 0.126828014557447 -0.340122023191489 -0.320789230008511 -0.415739144893617 -0.279418388042553 -0.243940592553192 -0.469396701106383 -0.218266318606383 0.215586334889362 0.215586334889362 0.22961718512766 -0.274844110531915 -0.343187875404255 0.0161046198595745 0.171973972957447 -0.162032894287234 0.0499590624829787 0.0808333491276596 -0.408227423191489 -0.379436674361702 -0.458732747446809 -0.422987665106383 -0.0214787881723404 0.227480732542553 -0.372576755361702 -0.343698985425532
1 "WALKING_UPSTAIRS" 0.247164790395833 -0.0214121132045833 -0.152513899520833 0.790717418541667 -0.416214890416667 -0.195888238891667 0.0744507839572917 -0.00970985514333333 0.01948143925 -0.0576912634583333 -0.0320883097395833 0.0688374021666667 -0.0828858001333333 -0.0424053708458333 -0.0445157481625 -0.107322679520833 -0.107322679520833 -0.321268911041667 -0.219713472958333 -0.572816438541667 -0.266720933270833 0.00992445881854167 -0.281001986202083 -0.281748011416667 -0.0618894458958333 -0.236589092316958 -0.258639439729167 -0.1878421317125 -0.522728063333333 -0.0491142923541667 -0.287688885375 -0.374218484791667 -0.331643577458333 -0.488086123958333 -0.248601122 -0.115324433733333 -0.130357850675 -0.0773418117291667 -0.14531853915625 0.107680395229167 -0.189511136902083 -0.0119168233583333 -0.450612184791667 -0.022752769044375 -0.60079849625 0.0467433991041667 0.0946511080666667 -0.00775466904166667 0.01538156125 -0.081031303125 -0.477698945416667 0.373749042708333 0.165147457953125 -0.304376406458333 0.108027279889583 -0.112121021220833 -0.934407739791667 -0.92376745375 -0.878004056875 -0.276121886479167 -0.185648954220833 -0.5737463525 -0.439253058958333 -0.466298336666667 -0.163995791679167 -0.464854363125 -0.645491337708333 -0.467595961041667 -0.205977045295833 -0.205977045295833 -0.21738939458125 -0.377532167604167 -0.597291719166667 -0.320582414375 0.0848802791083333 -0.09454497643125 -0.365415441458333 -0.243554146666667 -0.625090981458333 -0.476358845625 -0.459758488958333 -0.218072471479167 -0.36672824375 -0.2604238389625 -0.438620401875 -0.621820202916667
2 "LAYING" 0.279959721194444 -0.0142629864502778 -0.110800924652778 -0.418494577083333 0.632484075694444 0.771903907083333 0.0752202242222222 0.00459834754236111 -0.00467438744166667 -0.0208311371125 -0.09257231175 0.145003879319444 -0.100203934722222 -0.037608730565 -0.0702723568194445 -0.934993799305556 -0.934993799305556 -0.971169779305556 -0.926616373333333 -0.981716936388889 -0.953758542777778 -0.925524703472222 -0.954219235555556 -0.224663531040542 0.0878775831008333 0.214869419902778 -0.969570326944444 -0.954833264305556 -0.970918941666667 0.0734034055506944 -0.12196479475 0.0415523452236111 -0.95336692 -0.964698258611111 -0.942570240416667 -0.116959069579167 -0.143181333825 0.0627250150652778 -0.929818990972222 0.0988290426666667 -0.962654791527778 0.208852833405556 -0.946055840972222 -0.0786142233430556 -0.976638980972222 0.112423708402778 0.0276393547430556 0.0484043605875 0.00993819332222222 0.0510977907694444 0.552457232083333 -0.399009865138889 -0.603348695833333 -0.947735251944444 -0.913276301666667 -0.942945807916667 -0.928781249027778 -0.958826938556944 -0.952435389166667 -0.970355191527778 -0.955151526805556 -0.974527011944444 -0.956641905833333 -0.9618849625 -0.933251870694444 -0.972092602916667 -0.980484171388889 -0.978636301805555 -0.909407761152778 -0.909407761152778 -0.959849821805556 -0.923911565972222 -0.974201690972222 -0.945656808055556 -0.912562856666667 -0.941163951388889 -0.974126068055556 -0.9589609575 -0.976833164027778 -0.958030986944444 -0.960711254583333 -0.936965638611111 -0.913267251263889 -0.955635614444444 -0.923552358194444 -0.972789020833333
2 "SITTING" 0.2731190238 -0.0116982831966667 -0.105275470333333 0.844629946833333 0.202464839966667 0.310939662233333 0.0807553030833333 -0.0016367778875 -0.0143274970523333 -0.0361804472533333 -0.0740485584166667 0.0723597636083333 -0.0988310747833333 -0.04283562715 -0.0505157686083333 -0.942042764333333 -0.942042764333333 -0.979879152166667 -0.94457089 -0.9857571085 -0.978742358 -0.940131602 -0.947007767666667 -0.175194600871667 -0.0156221096333333 -0.111980771666667 -0.981451812 -0.9641912945 -0.9760638885 0.20445643936 -0.0684130290166667 -0.038752173145 -0.977535776833333 -0.959329168333333 -0.948747775333333 -0.0425360203481667 -0.28492830809 -0.11835789851 -0.943101237833333 -0.0639347633388 -0.969602564833333 0.22658780034 -0.952304286833333 -0.169943418816667 -0.97845476 0.0887361735 0.00445196881166667 -0.00653073368983333 0.0607393870833333 -0.00780320945166667 -0.6147631595 -0.05805597162 -0.201707879783333 -0.978456057333333 -0.928360480422167 -0.917261942666667 -0.9724794675 -0.954903256116667 -0.92768965835 -0.9820988365 -0.965741724333333 -0.979523982166667 -0.981279067333333 -0.9499144645 -0.9469867025 -0.986032739666667 -0.980809156666667 -0.9795162955 -0.92399128967 -0.92399128967 -0.969403419666667 -0.933672114333333 -0.977133240166667 -0.978487354666667 -0.9271250541 -0.908769357 -0.9845970285 -0.970520784666667 -0.981714632666667 -0.982528546666667 -0.945619506333333 -0.951535158166667 -0.926353780316667 -0.967997253333333 -0.933954977666667 -0.976842010166667
2 "STANDING" 0.279040188913043 -0.016009504676087 -0.104181273926087 0.958805704565217 -0.181156581313043 -0.0116140890817391 0.0753100621304348 0.0109475951308696 -0.00695865616173913 -0.029126635623913 -0.0731457909065217 0.0761321487826087 -0.0964718739782609 -0.043529978123913 -0.0518606903717391 -0.949785342173913 -0.949785342173913 -0.971743663913043 -0.925597440869565 -0.973359166304348 -0.97551466826087 -0.934483265217391 -0.943484432826087 0.00232770516304348 -0.0405378710369565 -0.0280545380828261 -0.968781345 -0.953657751304348 -0.968896371521739 0.206691975565217 -0.116805890108696 -0.0267107311108696 -0.917570550869565 -0.956724820217391 -0.961394529782609 -0.291387754630435 -0.269640523647826 -0.109641361732609 -0.944163922173913 0.0218019159413043 -0.953011540217391 0.182688280126087 -0.929852289347826 -0.215827057304348 -0.963606943478261 -0.0170948819065217 0.0187612468804348 -0.00568434648913043 0.021036043 -0.0724760965695652 -0.837674682173913 0.207617925586957 0.0297726879434783 -0.981208566521739 -0.929663 -0.926380642173913 -0.991887001521739 -0.971955481521739 -0.953964105652174 -0.969689616956522 -0.954292961521739 -0.973921856521739 -0.920065486304348 -0.950961202608696 -0.960425198695652 -0.949099255652174 -0.976575723478261 -0.978410504130435 -0.936840523695652 -0.936840523695652 -0.95340069 -0.902225885434783 -0.962734031521739 -0.984135576956522 -0.930994429347826 -0.922768381086956 -0.973663195652174 -0.95861502173913 -0.977953769130435 -0.922654160652174 -0.948687480652174 -0.963750969782609 -0.942210155652174 -0.952915090434783 -0.903664324130435 -0.963978122826087
2 "WALKING" 0.27886459 -0.0167213607957174 -0.107112510934783 0.936096410434783 -0.259644937173913 0.0233780056086957 0.0627777634002174 0.0356746339782609 0.00443691445434783 0.0007771571 -0.0960880731804348 0.0775266594847826 -0.132977562363043 -0.0321910702173913 -0.0569812455608696 0.0722419121669565 0.0722419121669565 0.02291996735 -0.210608043717391 -0.461999528913043 -0.0994928588891304 0.145367520371739 -0.25521651373913 -0.2183853882 0.309767108065217 0.306473449913043 -0.0367047077608696 0.159995613695652 -0.281973435652174 -0.102095050734783 -0.0787882256 -0.00391608825652174 -0.144648652152174 -0.501176901956522 -0.083501182326087 -0.0375243720869565 -0.11413463273913 0.06771682861 -0.0241584964891304 0.368620829130435 0.0659727285 0.0976461805652174 -0.438378722826087 0.210282322456522 -0.553946121521739 0.279574103891304 -0.00700273821739131 0.0411484050869565 -0.0882211719565217 0.0508926570863044 -0.748809057173913 0.262107576956522 0.0054581015 -0.00865921919565217 0.100384246321739 -0.213351968804348 -0.969643448043478 -0.963639340217391 -0.955147847391304 0.0358787094391304 0.225542290191304 -0.313155902608696 -0.318537865869565 -0.486322106521739 -0.151439515130435 -0.226656401521739 -0.651875468913043 -0.234278150891304 -0.161591787478261 -0.161591787478261 0.111532924945652 -0.390775683913043 -0.503106312391304 0.0243958191369565 0.00386841059347826 -0.253643608304348 0.0180047785304348 0.213423556139739 -0.343195610652174 -0.374496318695652 -0.481624411086957 -0.253173876956522 -0.381399308043478 0.158286745226087 -0.464019127391304 -0.476405270434783
